text,label
ان احترام حقوق الإنسان امر اساسي ل نجاح خطط الاستجابة لجائحة # كوفيد _19 ... لقد حان الوقت للتضامن و التعاون للتصدي للفيروس ! # كافحوا _ العنصرية,"['anticipation', 'acceptance']"
هو انا ليه زعلانه انه هيمشي طيب ؟؟,['surprise']
هه بدينا ب التعاطف ... ‏ ما تنفع العواطف مع الأشكال هادي,"['anger', 'disgust']"
كل انسان ف يه فيلسوف منذ ان عرف المنطق ، منذ ان وعى و اصبح له عقل يفكر به - فالطفل لا يفكر رغم امتلاك هذا العضو المسمى ؛ ب المخ . و لكن نمو هذا الوعي بدأ من سؤال : لماذا ؟ .. ، لماذا نوجد ؟ لأي غرض ؟ و ما الهدف و ما الغاية من الحياة ؟ هي بداية وولادة ذلك الفيلسوف ف …,['neutral']
كيف نكون # خير _ امة احترام الاراء فكرة غربية مغلفة في ظاهرها وباطنها ل ذوي العقل و الدين واضحة ولغيرهم خادعة بل لايحترم غير ا …,['disgust']
يجنن ? # سنابات _ عبدالله _ بن _ جليغم,['acceptance']
« الفلاشا » يغلقون خليج عكا احتجاجا على مقتل احد شبانهم,['neutral']
لتتضح الصورة اكثر وخلونا نتفق ونبتعد عن النقاشات الغير هادفه : - فان دايك - - - - - - - - - - - - باقي المدافعين ..,['acceptance']
انا احبك ، مهما كان الحديث معي صعبا وتظنه خاليا من الشعور ، مهما شعرت بأنني لا ابادلك ذات العاطفة رغم ان كلي مندفع اليك .,['love']
يا رب تاخذني من الذنب و اتوب انا يغلبني ،،، الطريق و ضياعه يا غافر الزله ،، و يا قابل التوب و الله مالي دون عفوك طماعه,"['acceptance', 'sadness']"
من تاه في عينيك ليس مؤاخذا .. او عاش في الأوهام ليس يلام .,['love']
# 1- ابرمت شركة مبادلة للبترول الإماراتية وشركة ايني الإيطالية اتفاقية تشتري بموجبها مبادلة حصة نسبتها 10%…,['neutral']
جيتني صدفه انتظرها ،، يا محاسن هالصدف .. / اجمل صدوف الليالي ،، اللي مرت واعترف .. / # صدفه 😍,['acceptance']
يحتفل مع الإسرائيليين ويغيظ الفلسطينيين .. المبعوث الأميركي ل اسرائيل يشارك ب الحفريات تحت المسجد الأقصى,['disgust']
معقول !! انا و هيفاء وهبي مولودين في نفس اليوم 🤨!!,['surprise']
# النصر _ الرايد خروج خاطئ من حارس # النصر السابق متعب شراحيلي ينتج عنه هدف للنصر الدقيقة 91 😂😂 هالنادي عجز يخلي الناس تحسن النية ف يه 😂😂😂😕,"['joy', 'disgust']"
الجالية الصينية الي معي في الكلاس يقولون لي نشوفك السنة الجاية هه اخر شئ طلع بكره هو السنة الجاية في تقويمهم هه,['joy']
اللي سوته نجلاء طبيعي في كل بيت يصير .. وش الهدف من انها تنشره ؟ هذا الشي يصير في كل بيت ف يه الفة ومحبه او مافيه .. حتي اللي انتقدوها ذا نظام بيتهم و ما احد ينكره .. بس جد وش الفايده . هل هو من عر ضالسوالف زي ماتسولف معاي اختي وتعلمني ؟ مدري هو اثاره جدل و الا المحتوى حسب المتوفر,['surprise']
خبروا اليهال انه هذي الحركه تعني حدد اللحيه الله يخليك 😂# شطب _ الشحات _ مطلب _ جماهيري,"['joy', 'disgust']"
روحي حزينه مثل ذلك النجم الوحيد الذي فقد ضوءه الأخير ، و لم يعد يراه احد 💔💔,['sadness']
ب ما ف يها الأديان والأنبياء فشيخ الازهر قاله ده غلط ل ان الحقيقة المطلقة موجودة زي مثلا وجود ربنا دى حقيقة مطلقة مفيهاش شك وزي صدق الأنبياء دى برضو حقيقة مطلقة مفيهاش شك و راح ضربله مثل قاله كتابك ال انت الفته ده انت تعتقد انه حقيقة مطلقة و لا مش حقيقة مطلقة 🤔 # شيخ _ الأزهر,['surprise']
احذر اخي الحبيب من استخدام الجوال اثناء القيادة و لا تلقي ب نفسك في التهلكة,['anticipation']
المرضى يشتكون من ان الأطباء يتحدثون و لا يستمعون : يشكو كثير من المرضى من ان زيارة الأطباء غالبا ما تصيبهم ب حالة من الإحباط ، فهم ي ..,['neutral']
"انا اللي اذا ركبت الباص فكيت جزماتي , المهم و انا جالسه ب نص الباص فكيتها ومتربعه ب المرتبه شوي والباص نازل مع طلعه الا تزحلط الجزمات احاول امسكها برجولي ماقدرت وزحلطت لين وصلت لعند الفرامل المهم نزلت من الباص وماعد خذيتها استحيت اجي عند السواق اخذها واحسني منهاره ..","['joy', 'sadness']"
khaled حصاد 2007: ميلان بطل ابطال اوروبا ل كرة القدم,['neutral']
كان نفسى اروح خطوبة دعاء اوى,"['acceptance', 'sadness']"
اللواء # ابراهيم _ رمضان محافظ # نابلس يصدر قرارا بمنع اخراج اي قيد او سند تسجيل عقار او قطعة ارض داخل حدود البلدة القديمة في المدينة الا بعد استيفاء كامل الاجراءات القانونية لدى جهات الاختصاص ل ل حفاظ على الارث الحضاري والتاريخي ل ل مدينة,['neutral']
| ممثلي لاكازيت سيناقشون اليوم اهتمام احد الانديه الإسبانيه مع اللاعب وادارة النادي في اجتماع اليوم . سيحاولون التوصل الى ' هل # ارسنال يريد بيع اللاعب ام لا ؟' .,['neutral']
ليش عايشه هنا ب توتير دور المهمه والمشهورا والبرستيج و انا محد دري عني كلش مو ماخذه راحتي ?,"['anger', 'disgust']"
يضحك اني قاعده اواسي الكل هالفتره و انا على حافه الاكتئاب,['sadness']
بكرة اول يوم لي بدون البيست 😔,['sadness']
تفتكر الامارات هتعمل فيا ايه بعد لما قولت اقطع العلاقات معاهم ؟ هما عملو خلاص و الدولار وصلت ل 7 . 37 ليره 😢 # محدش _ يزايد _ علي _ ولاد _ زايد,['sadness']
وكل من يطالب براتبه من الحوثي فهومع العدوان,"['anger', 'disgust']"
الصور من المهرة قبل قليل اثناء نقل جثمان المرحوم # شوقي _ المالكي من مستشفى الغيضة المركزي الى مسقط رأسه في # تعز الشكر موصول الى محافظ المحافظة الشيخ راجح سعيد باكريت الذي وجه بنقل جثمانه الى مسقط رأسه في # تعز كما لا ننسى ان نقدم الشكر الى الدكتور محسن صادق مدير مستشفى الغيضة,['acceptance']
حصريا درس صوتى ب عنوان ( مصائب المحمول ) ل فضيلة الشيخ ايمن صيدح 128kbps . p3 على اكثر من سيرقر,['neutral']
ادري واحد ف يكم يغيره هه,['joy']
# عام _ هجري _ جديد _1441 عام دراسي جديد ♥️ و بدايه العام الهجري 1441 ه ♥️ اللهم اجعله عام لايضيق ل نا ف يه صدر,['acceptance']
و لا ودي انك ل غيري تضحك وتناظر انا مو اسفه على كل هالأنانيه .,['love']
»??« : لايف ⚽️ # دوري _ ابطال _ اوروبا ⚽️ ↯,['neutral']
... يغلب عليه جانب نفسي لإني خلقه ما اطيقهم و اكره حتى ذكر اسم مذهبهم عندي,"['anger', 'disgust']"
# وقفة « لا تسمح لجروحك بأن تحولك الى انسان مختلف تماما ليس انت ، لا تسمح لكائن من كان بتدمير عزيمتك ، لاتسمح لأخطاء الماضي ان تعيق حاضرك و مستقبلك » .,['anticipation']
امرها عجيب ، كتاباتها بائسة و وجهها ضاحك ، بداخلها حرب وظاهرها سلام ..,['surprise']
بكرة في تريلر ل جاستس ليج و ده من اكتر تفاهاتي اللي بحبها فشخ و هحضره سينما,"['joy', 'acceptance']"
مشاري ؟؟؟ من متى تعارضني ؟ خير ان شاء الله ؟!,"['surprise', 'disgust']"
اذا مليت ادش اكاونتها وادور مشاكل,['joy']
كل عام و انتم الى الله اقرب ... و تقبل الله طاعتكم ..,['acceptance']
ثانيا : ان الذي يتزوج لإشباع رغبات شهوانية و سعيا وراء نزواته الجنسية يختار ل نفسه فتيات صغيرات السن وواقع زيجات رسول الله انه لم يوجد بين زوجاته بكر سوى عائشة و اما الاخريات فهن مطلقات وأرامل و كان بعضهن اكبر منه سنا ، ف ما الحكمة التي ارادها اشرف الخلق عليه الصلاة و السلام من ذلك !,"['anticipation', 'surprise']"
في اقل من 24 ساعة .. القبض على قاتل الرجل المذبوح في طرطوس,['neutral']
حركت عرضى تو شعاع مبل ميكنم,['neutral']
dd his : قصيده لميس و مهند,['neutral']
طفلة بثوب فتاة بالغة تأبى ان تكبر ، تعيش حياةطفولية تخشي الصوت العالي وازدحام المكان تحب الضحكات وتكره العبوس تحمل في قلبها حبا يغمر العالم لا ترى الا الخير و لا تعرف معنى كلمة شر اما وقت الصعاب تجدني بحكمة مسنه و ب قوة شابة تتصرف بعقلانية حازمة من غير عنف يعلوها الهيبةوالوقار,['acceptance']
يا رب اشفي مرضانا و مرضى المسلمين,['acceptance']
# الاخوه _ تجمعنا _ للدعم ان غبت عنكم يرجع العقل بأفكار فكري وحالي ما اذكر انه نساكم . هذا غلاكم ما بقى عندي اسرار و لا ف يه من نغل …,"['love', 'acceptance']"
مره اتذكرت مشاهد فلم تينيت و لما جوا يقتحموا البيت ونطوا بالحبل مدري كيف,['surprise']
اتعشت ع كده يا يوسف يا عالمي,['acceptance']
الله يسعدك و يسعد # مسائك يالأميرة # قلب ابيض كالورده 🌹sA,['acceptance']
ماتنوي و لا تقرر انك تحب ل ذلك لاتلوم نفسك الا على اندفاعها ب لا تأكد و على الافعال اللي انت ب ذات نفسك تنوي فعلها ل دعم هذا الحب او التخلي عنه .,['anticipation']
وين ام محمد عنك !! انا اللي بعلمها و ازنطك معاها,['joy']
واضح ان اخر 3 سنين عند كل الناس كانت مهببة ..,"['sadness', 'disgust']"
تزوج ماذا ستخسر ؟ اما ان تعيش سعيدا او تجد قصة لترويها .,['acceptance']
خبر قاسي على البنات نزل كقطة ثلج على قلوبهن اش غنديرو دابا بالهاشتاق,['acceptance']
متدنيش علي قد تعبي اديني علي قد كرمك يا رب . !♥,['acceptance']
اسم حلو بس خالي اسمه مجاهد ^ _^,['acceptance']
مضى نصف شهر وقبيلة # محافظ _ مارب لا تزال تختطف العميد البطل . محمد و هان - قائد اللواء السابع حماية رئاسية احد ابرز مهندسي الانتصارات في المنطقة العسكرية الخامسة . تخيلوا ، العرادة ( الذي لا نزال نحترمه ) لم يقم حتى الان و لا بخطوة واحدة من اجل العميد المختطف # الحرية _ للعميد _ و هان,"['anger', 'disgust']"
المنتحل يريد ان يتغذى على حساب شخص اخر وأساسا ليس له وجود يريد تززيف بعض الشخصيات وزياده المتابعين و هذا غير شرعي دع مايريبك الى مالا يريبك,"['anticipation', 'disgust']"
اذ انه كان محرما عليهم نطق اسم الإله حتى - بحسب زعمهم - لا يساء استخدامه . فاضطروا الى اطلاق مصطلح او اكثر يكون رمزا او تعبيرا غير مباشر عن اسم الإله الحقيقي .,['neutral']
هل تعرفون امنيات العربي ؟ وطن امن فساد بالحدود الدنيا ويدفع ( اقساطه ) دون ان يخشى الفقر هل رأيتم كم هو بسيط ؟,"['sadness', 'disgust']"
لا تاكلين التوت مع فكة الريق التوت حالي طعم ، وشفاك سكر ماني ب خايف من عيون المخاليق خايف يصيبك من حلا التوت سكر 😜 . # مهد _ الذهب,['love']
و الله لاجيبلك اياه على عرسك ب تشوف ?,['acceptance']
حسبيي الله و نعم الوكيل الله ينتقم منهم يا رب 😭💔💔 # غزه _ تحت _ القصف,"['sadness', 'disgust']"
اعتقد ان العرب لن ينصروا الإسلام ؛ خلاص فات الاوان ، العرب تولوا الى الدنيا وركنوا اليها وياليتهم اكتفوا ب ذلك بل ذهبوا في محاربة الإسلام كل مذهب ، حان زمن الاستبدال ... اللهم انصر الإسلام ب من تحب واستخدمنا معهم يا ارحم الراحمين .,"['acceptance', 'disgust']"
ظن اخوة يوسف انهم اوقفوا مستقبله لكن الله استخدمهم ل بناء مستقبله وظن فرعون انه قتل موسى ف اذا هو يؤيه ف لا يمكن لأي شيء ان يمنع ماقدره الله لك و تأكد بأنك لست تحت رحمة الظروف او الأشخاص فحافظ على تفاؤلك وواصل حياتك وثق بأن كل مشكلة وحظ عاثر جزء من خير سيقدره الله لك .,"['anticipation', 'acceptance']"
اللهم احسن خاتمتنا ب رحمتك يا رحيم احسنتم النشر الله يرضى عليكم,['acceptance']
# الاحساء _ تركض ليه ؟ مين الي يلحقها ؟ 🤔 😆😆😆,"['joy', 'surprise']"
عندما انظر في عينيك ارى الخوف و الخفاء فأدرك عندها انك احد شياطين الإنس الصغرى ( الضحايا ) خاصة عندما ترتبك و تهرب الى هاتفك ، اما الشياطين الكبيرة تراها عابسة و نظراتها اكثر حدة و جرأة ، و لا تحب التواجد في الأماكن العامة # شياطين _ الإنس,"['fear', 'disgust']"
متكي : مستعدون لمواصلة الحوار مع الامريكيين : وزير الخارجية الايراني منوشهر متكي يقول ان بلاده مستعدة ل لتعام ...,['neutral']
الله اعلم بالنوايا الصادقة .,['acceptance']
شعبنا الفلسطيني يحمل على كاهله حملا ثقيلا ف اليوم نحن نواجه احتلال وامة كاملة خائنة وعملية . # غزة _ تحت _ القصف # الامارات # لبنان # فلسطين,"['sadness', 'disgust']"
kora live الأن * * ⚽️ # دوري _ ابطال _ اوروبا ⚽️ ↯,['neutral']
السوداني لاستلام مهام الرئيس بحكم انه اعلى رتبة في الحيش انذاك . قد اطاح الانقلاب بالحكومة المنتخبة التي كان يترأس مجلس وزراءها الصادق المهدي ، ويترأس مجلس رأس الدولة احمد الميرغني .,['neutral']
يمكن مو واثق من السواق خايف عليك,['fear']
# غزه _ تحت _ القصف اللهم انهم مغلوبون فانتصر اللهم رفعنا قضيه فلسطين من قضاه الأرض الى ملك القضاء الى قاضي السماء و الأرض,"['acceptance', 'sadness']"
# جامعه الملك خالد مباني غير مهياه ل تعليم الجامعي نهاءيا تكيف سء 60 طالب في قاعه قصر افراح بعيده اكثر من ساعه صبر جميل و الله المستعان,['sadness']
قال الضالعي من عتق باولع لهبها شرار رأس الكفر يا بو لهب ياجندي الغرف والتباب كم غازي بناري احترق و الباقي اعلنوها فرار كمن حاملين السلب يعشق سهلها والهضاب,['disgust']
الله : هل اخبرهم عن قانون الثرموداينامك ام عن ماهية الثقوب السوداء ؟ .. همم ......... احسن شي كهيعص,['acceptance']
خله يتنكس و على رجل بعد بس نبي ثلاث نقاط الجايه ?,['anger']
ايوان اتغلبو 2 -0 انا مستنيه ابويا يجي علشان اقله الخبر السعيد دا :,"['joy', 'acceptance']"
انا حاسه انو هذول الناس هم افهم ناس,['acceptance']
مسكين انت الي يسمعك يقول ترامب حمامة سلام,['disgust']
ان الخونه والمرتزقة . انتصاراتهم . فقط في الخراط والظراط من كل الجبهات الجسديه ف لا حسد فهم في جهلهم يتخبطون,['disgust']
انتبه ❗️❗️❗️ ايها المغرد / ة من نشر الأحاديث الضعيفه او المكذوبه اللتي لم تثبت عن النبي صلى الله عليه و سلم الامر ليس سهلا بل خطير جدا ف لا تتسرع في نشر الحديث حتى تتأكد من صحته رابط للتأكد من صحة الحديث,['anticipation']
# ذكريات _ حي _ الملز شاهدت هذه الصوره وتأثرت وصحيح ان العمر ساعات وثواني !! هؤلاء الابناء مع ابيهم عام 1402 وهم اطفال وشاهد الأب بعد ان تقدم به العمر الله يمتعه بالعافيه مع ابنائه وهم رجال الله يحفظهم جميعا 😌,['acceptance']
استياء ودهشة ب العالم من رفض خطة الإنقاذ المالي الأميركية : اثار رفض مجلس النواب الأميركي لخطة الإنقاذ المالي استياء عالميا ب سبب تأ ..,['disgust']
اخنقيني بس متبعديش,"['love', 'acceptance']"
هه منين طلعت انت,['joy']
تاني حاجة بقي لو جايلك انه اتفتح من مكان تاني او ويب مش ومش محدد نوع موبايل تاني غير موبايلك فده عادي خالص و ممكن تكوني انتي فتحتي اي لينك علي الفيس والتسجيل في اللينك كان ب فيس بوك و عادي انتي اللي فاتحة بردة بس ساعتها بيتسجل انه ويب و المكان مييكونش مظبوط ومخدتش اخترقك و لا حاجة,"['anticipation', 'acceptance']"
ف يها حكمة يا جماعة يعني بدل ما يتزوجوا اثنين بس باللقطة هذي تزوجوا اربعة و فرحوا اربع عائلات,['acceptance']
قد ر الله ان تكون كثيرا في قلبي ❤ ️,"['love', 'acceptance']"
ليست المشكلة ان يتصدر للفتوى من ليس اهلا ل ها ف حسب ، بل في تبني وسائل الإعلام والصحف الالكترونية هذه الفتاوى . وإغفالها اقوال كبار العلماء .,"['sadness', 'disgust']"
رب سائل يسأل : - لماذا هدأت كل المحافظات و بقيت الناصرية تتظاهر ؟ الجواب : لأن الناصرية تمثل مركز ثقل الجنوب ، فأغلب منتسبي الحشد هم من الجنوب ، و ف يها الكثير من البعثيين ، و ف يها سجن الحوت . و الأهم من ذلك كله هو ان بعض شيوخها تلقوا دعما من الإمارات والغريب ان مخابرات الكاظمي تعرف الأسماء !,"['surprise', 'disgust']"
الانسحاب من العلاقات المؤذية ليس فشلا ، الابتعاد عن البقاع التي لا تهبك قيمة ليس هروبا .. و كثير مما يظن انه خسارة وانهزام هو في حقيقته اثمن مكسب .,"['anticipation', 'acceptance']"
الحجامه تخووف وتاخذ دم يكفيني الصفار اللي ف يني : \ ضحكوني سمارت كاتبين معروض موب رد ذا !,['fear']
عندما نسمع عن البيت الذكي او # سمارت _ هوم نسمع دائما ان التاسيس اهم شيء شرحت في حلقة اليوم عن نظام متطور ب دون تمديدات # لاسلكي و يعمل ب نظام بلوتوث ممكن ان يوفر اكثر من 30٪ من الطرق السلكية في التحكم ب الانارة # تحكم _ انارة # البيت _ الذكي |# سمارت _ هوم |# المنزل _ الذكي |# بلوتوث |# التحكم _ الذكي,['neutral']
مش عاوز اتكلم عن 2018 كتير بس زعلان اني عرفت ف يها ناس ولاد كلب ناقصين ✋,"['anger', 'disgust']"
حسبنا الله نعم المولي و نعم النصير و نعم الوكيل ،، مصر دوله الرئيس بالدستور والقانون والمنافقين والمفسدين ،، مصر ليست للمصرين ،،,"['anger', 'disgust']"
ماضي ساسكي احزن اكيد ، ما اكتفى انه يشوف موت اهله اكثر من 50 الف مره الا وإنه فقدهم من اعز شخص عليه و هو ايتاتشي,"['love', 'sadness']"
رحمهما الله وتقبلهما مع الشهداء ولعنة الله ع الخوارج كلاب النار ان وصف الخوارج كثير عليهم ل ان الاولين لا يستحلون الكذب و لا يقتلون اهلهم,"['acceptance', 'anger']"
"و لك كل السكينة و السلام , ف انت حقا انسان في زمن ندر ف يه من يستحق لقب انسان",['acceptance']
و ترجع ل هم مو ل وحدها الا باطفال وبدال مايتحملون شخص صاروا اكثر وهم السبب طبعا,['anger']
لما يكون المرتب الشهري ل لموظف والعامل والمعلم لا يكفي قوت يومه .. ماذا تتوقع من بلد حكمه الطغاة والظالمين و حسبي الله و نعم الوكيل # مدن _ السودان _ تنتفص,"['sadness', 'anger']"
الاحترام عمود العلاقات و لا اي شيء ثاني ممكن يكون بديل له,['acceptance']
السودان تحافظ على امالها في التصفيات .. وزامبيا تقترب من التأهل,['neutral']
جرادة اعلان عن ندوة في مووضوع منطلقات الوسطية في الفكر الأشعري,['neutral']
# لن _ ننسى _ و لن _ نسامح لابس تيشرت احمر و رايح بورسعيد 💔😑 راجع و كفني ابيض افرحي يا ام الشهيد,"['sadness', 'disgust']"
7 ذكر حقيقة او بيان مذهل . 8 خبر جديد .,['acceptance']
# مسابقة _ متجر _ قصر _ العروس ال عمران,['neutral']
طبعا الحضور بزي العمل حقك مع الإبرة وسلندر التخدير و لا تنسى كم حبة توزعها على الحضور ‏ :,['acceptance']
انا ما ابغاك 😤 ... تكون حزين او مكتئب 🥰,"['love', 'disgust']"
⭕️ ادعم وأنشر اعلانك معنا ⭕️ اقوى الحسابات و # رتويت حقيقي ☑️ # تسويق _ الكتروني في # تويتر # انستقرام # سناب _ شات ☑️ بافكار وأسا …,['acceptance']
قاعده اتجهز تبيني اروح معها : / ب اشوف كان الكام جاهزه سحبتها معي / امبسطي ب الدوام :*,['neutral']
مو بس واجب علي واجب على كل شخص يقرا هذا الكلام و يشوف الفيديو حتى لا تطمس القضية وتضيع الحقوق # فلسطين,['anticipation']
اعتذر عن الانقطاع بس ما احب انزل شي انا مو متابعه ب نفسي فجبت ل كم هالمسلسل القصه | مبني على احداث حقيقه عن ام وأب يعذبون طفلهم لحد الموت و ل اول مرا في تاريخ امريكا تكون المحاكمه مبنيه على اعدام او ليس اعدام و ليس على مذنب او بريئ و يتم ايضا التحقيق مع موظفين المسؤوليه الاجتماعيه 1,['neutral']
و # الروح من تذكر ولف 💔 تلعب لعب # بالعافيه 😔 ا,['sadness']
هذا اللي مخرب علينا و مخلينا عواطلية مو لاقين شغل :),"['anger', 'disgust']"
الله يخليها لك ... ‏ ويهنيكم ب بعض ... ‏ ذكرتيني ب الوالدة ‏ : ‏ ‏ ‏(‏,['acceptance']
ادا ماعندكم زي ماي بيستي ف انتو مساكين جدا ??,['sadness']
” انه امر ثقيل ان يحاول الإنسان استعادة نفسه,['sadness']
في هذا الزمن يجب نراجع انفسنا في تعاملنا المالي خلال اليوم والاسبوع والشهر والعام . ما كسبناه و ما خسرناه . اظن انه يجب ان ينشأ الجميع على سياسة الادخار المالي و على التوازن في الصرف .,"['anticipation', 'acceptance']"
# تسديد _ قروض _ بنكية # الرياض _ جميع _ المناطق 🅿️ الراجحي . 🅿️ الاهلي 22 راتب 🅿️ الانماء 🅿️ الرياض ؛ 🅿️ البلاد : 🅿️# سداد _ متعثرات _ سمه _ وو …,['neutral']
كنت اكتب لشجون الهاجري ب تويتر كليوم احسبني اكلمها شخصيا بعدين كرهتها قلت متكبره ذي ماكلمتني مادريت ان المشهور عنده الف منشن ومنشن 😭,['sadness']
استقبال المحارب البطل عطيه بن حسين الشمراني بعد خروجه من المستشفى و ل الله الحمد و الذي فقد كل اقدامه اثناء الدفاع عن الدين ثم الوطن الحبيب ... ماشاء الله على هذي المعنويات العاليه الي ف يه الف مبروك على عطيه ❤️sA # الجيش _ السعودي # اليمن,['acceptance']
وين التباعد يا اخوان عيب !!!,"['surprise', 'disgust']"
حقيقي انا مش شايف كوره من الفرقتين ... الحمد ل الله ان مش ده الماتش اللي يحسم الدوري,['disgust']
واضح ان اللي ينتقد مايعرف نظام الحفلات ، دايما اصلا يغنون مع الفنان في حفله الخاص حتى بعض الفرق الكيبوب عاد الفانز كل اغانيهم يغنونها …,['anger']
يلبيهه اهل سدير و و لد الخال الي يمدحنا,['acceptance']
اه يا ئلبي سبني و بعني و ياما لوعني و لي ماوئفش قنبيي,['sadness']
حينما تحب شخصا عليك ان تأخذه ب كل ما له و ما عليه ان تأخذه ب كل ارتباطاته ب كل التزاماته ان تأخذ ماضيه وحاضره لا مجال للانتقائية اما ان تأخذ كل شيء او تترك كل شيء !,['anticipation']
وأم سعد اخيرا نامت وأخذت راحتي في السرعة خخ,['joy']
khaled نشرة رياضية اولى 12/10/2008,['neutral']
و الذي نفس محمد ب يده لا يسمع بي احد من هذه الأمة يهودي و لا نصراني ثم يموت ولم يؤمن ب الذي ارسلت به الا كان من اصحاب النار -- صحيح مسلم # adith,['acceptance']
بارك الله في الجهود .. الله لايحرمكم الأجر و يرحم هديل و يغفر ل ها ويجمعنا ب ها في الفردوس الأعلى,['acceptance']
لو جاني حد يتكلم عن 5 افراد من اهله توفوا لابد اني ب صدق و مستحيل اني ابحث عن مصداقية الأمر لأنه مستحييل يكون يكذب في مثل هذا الموضوع !! اللوم ابدا مش على المذيع اللي هدفه في النهاية هو التوعية ! و لكن اللي صاغ هذي الكذبة مستحيل يكون طبيعي ! نفسي اعرف شو هدفه بس !! رايتك بيضاء بوهند 🌹,"['surprise', 'disgust']"
عليكم ان تعلموا ان المقابر مليئة ب اناس كانوا يعتقدون ان الدنيا لا تسير بدونهم ، وبأنهم مركز الكون . !,['anticipation']
◐ امك انجبتك لتسگن قلبي 💙 ◐ اسكنها الله فردوسهه 🌱 ◐ كما انجبت فردوسا لدنيتي 😍 . . . . . # ل _ الطيبون _ للطيبات,"['love', 'acceptance']"
باكستان : 8 الاف مقاتل بإمرة بيت الله محسود,['neutral']
لن تنضج الا بعد ان تشعر ان لديك الكثير من الكلام و لكنك لست ب حاجة ان تخبر به احد .,['acceptance']
في قضية تزوير غريبة .. كويتي يضيف شقيقه السعودي على انه ابنه ل ل حصول على الجنسية -,['neutral']
الدولتان الوحيدتان في العالم اللتان تقتلان من يحاول عبور حدودهما هربا من الحرب هما بلاد الخلافة # الاخوانية 1 تركيا 2 وماليزيا تركيا تقتلهم قنصا وماليزيا تغرق قواربهم قبل ان يصلوا الى شواطئها و مع ذلك تريد هاتان ...,['disgust']
تيجالي يسخن الله يستر 😂💔,"['joy', 'fear']"
الجميلون مصابون بهوس السهر .,['neutral']
بدانها بمصطفى بلطيه و انتهت ب الخصوص كلها المكان كله بقا ريحته ذكريات,['sadness']
لو ساندويتش فلافل او كبدة عادي لكن البتاع الدوج ده ؟ اهانة صحيح,"['acceptance', 'disgust']"
اوبس ، ترى مرات ترجعين الشي بس يغلطون مايسجلونه قد صارت ل نا مره .. بتاكد لك بعد شوي,"['anticipation', 'acceptance']"
متى يرجع في الأمة اسلام # غزه _ تحت _ القصف,['sadness']
ظل زين الدين زيدان حريصا على جلب بوغبا ايضا ، مما اوضح لرؤساء الأندية الأخرى ان الفرنسي على رأس اولوياته في السوق الصيفي .,['neutral']
تصبحون على خير جميعا .. 5 ساعات نوم ف يها البركة,['acceptance']
♪ ♪ انا معك كل ما خانك الوقت عيب علي ان كان خيبت ظنك !,"['anticipation', 'acceptance']"
الان مرحلة حياة الشمس في مجرة درب التبانة هي : ( نجم التتابع الرئيس ) وستتحول الى نجم عملاق او فوق عملاق و هذا ورد في قراننا منذ اكثر من 1400 عام ب قول الله عزوجل : و جمع الشمس و القمر سيزداد حجم الشمس ويصل الى قمر الأرض و لكني لم ارى ذلك في كتب التفسير ! # حياة _ النجوم,"['anticipation', 'surprise']"
س / الطفل الذي لم يبلغ الحلم ، و طاف وسعى ولبس المخيط قبل ان يتحلل بدون علم ولي امره ، هل عليه شيء ؟ ج / ليس عليه شيء .,['neutral']
عندما الكوريون في محاولة لتفسير شيء ب اللغة الانكليزية ، ف هي تتصرف مثل خادمات المنازل الجديدة x,['disgust']
لأفكار كالأسلحة تتبدل ب تبدل الأيام . و الذي يبقي على ارائه العتيقة هو كمن يريد ان يحارب الرشاش بسلاح عنترة بن شداد . 😵 علي الوردي,"['surprise', 'disgust']"
عزيزي عبدي : المشكلة انهم يخفون 25 عاما عمل ب الصحافة الرياضية والثقافية والطبية والسياسية اما عن عمد او جهل . المعضلة انهم يعايروني بكرة اليد ، وأغلبهم لم يمارس الرياضة ، و ربما الرياضة الوحيدة التي مارسها هي : اللعب بأنفه . محبتي,"['joy', 'anger']"
خفر السواحل التونسي يوقف 59 مهاجرا غيرشرعي,['neutral']
🌸 اللهم هب لي من لدنك سلطانا نصيرا 🌸,['acceptance']
خذني دائما على محمل الاستثناء ... انا لا اشبه احدا !,['anticipation']
اظن طرح نسبة من ارامكو اصبح قريبا ،،، وأويد ذلك ب شكل كبير فبيع سابك لارامكو وطرح 5 ٪ ل لاكتتاب سيجمع 1 7 0 مليار دولار 6 3 7 مليار ريال تضخ بمشاريع صندوق الاسثمارات العامة محليا كفيلة بخلق اقتصاد متنوع و دخل غير نفطي وتوظيف الكثير من المواطنبن ولدينا برنامج ل لتخصيص سيدر ايضا مليارات,['acceptance']
انت مثل المحرق ، مالها بين المداين شبيه 🥵💙💕 .,['love']
لماذا سنغضب ؟! من الأول وجودهم كعدمهم !!,"['surprise', 'disgust']"
نائب رئيس البرلمان التونسي عبد الفتاح مورو : المؤسسات في تونس تعمل ب طريقة طبيعية واستطعنا ان ننجز عددا من القوانين في البرلمان # تونس # الكويت # مايجوز _ بوعبدالله,['neutral']
مفخخة يقودها انتحاري تهاجم موكبا لأحمد الجلبي ب بغداد : [tinyurl error],['neutral']
اليوم الرابع علي التوالي و غزة مازالت تحت القصف ﴿ و ان الله على نصرهم لقدير ﴾ # غزة _ تحت _ القصف,['sadness']
